token_entity_id,token_symbol,token_name,first_monitoring_tag_datetime_utc,first_seed_tag_datetime_utc,vote_to_delist_datetime_utc,vote_to_delist_result,monitoring_tag_removed_datetime_utc,seed_tag_removed_datetime_utc,delisting_announcement_datetime_utc,effective_delisting_datetime_utc,was_delisted_after_tag,was_delisted_without_known_prior_tag,days_from_monitoring_tag_to_delisting,days_from_monitoring_tag_to_tag_removal,final_outcome,primary_scenario_stub,event_count,has_pair_removal_control_event,manual_review_required,entity_notes
TUSD,TUSD,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
TWT,TWT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
UFT,UFT,,2025-03-04T08:01:22Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,34,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
UMA,UMA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
UNFI,UNFI,,2024-04-03T06:00:16Z,,,,,,2024-10-23T07:00:37Z,2024-11-06T03:00:00Z,yes,no,203,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
UNI,UNI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
USTC,USTC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
USUAL,USUAL,Binance Will End the Usual,,2024-12-12T09:39:05Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
UTK,UTK,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
UXLINK,UXLINK,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
VAI,VAI,,2024-01-04T07:00:09Z,,,,,,2024-02-06T07:00:12Z,2024-02-20T03:00:00Z,yes,no,33,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
VANA,VANA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
VANRY,VANRY,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
VELODROME,VELODROME,Binance Will List Velodrome Finance,2026-04-14T02:30:06Z,2024-12-13T08:07:57Z,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,no,no,
VET,VET,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
VFY,VFY,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,coin_m_futures_review
VGX,VGX,,,,,,,,2024-08-12T07:00:11Z,2024-08-26T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
VIB,VIB,,2025-04-03T07:00:36Z,,,,,,2025-04-24T04:00:05Z,2025-05-02T03:00:00Z,yes,no,20,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
VIC,VIC,,2026-04-30T07:00:05Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,yes,no,pair_removal_observed_but_not_token_delisting
VIDT,VIDT,,2025-03-04T08:01:22Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,34,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
VINE,VINE,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
VIRTUAL,VIRTUAL,,,,,,,2026-03-06T08:29:56Z,,,no,no,,,unknown,UNKNOWN,1,no,no,
VITE,VITE,,2024-10-03T07:00:05Z,,,,,,2025-02-17T07:00:24Z,2025-02-24T03:00:00Z,yes,no,137,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
VOXEL,VOXEL,,2025-04-03T07:00:36Z,,,,,,2025-12-03T06:29:56Z,2025-12-17T03:00:00Z,yes,no,243,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,5,yes,no,
VTHO,VTHO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
WAN,WAN,,2025-10-09T02:29:52Z,,,,,,2026-04-09T06:00:05Z,2026-04-23T03:00:00Z,yes,no,182,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
WAVES,WAVES,,2024-04-03T06:00:16Z,,,,,,2024-06-03T03:00:20Z,2024-06-17T03:00:00Z,yes,no,60,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
WAXP,WAXP,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
WCT,WCT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
WIF,WIF,Binance Will List Dogwifhat,2026-03-06T08:29:56Z,2024-03-05T10:01:37Z,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,6,yes,no,pair_removal_observed_but_not_token_delisting
WIN,WIN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
WING,WING,,2025-04-03T07:00:36Z,,,,,,2025-04-24T04:00:05Z,2025-05-02T03:00:00Z,yes,no,20,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
WLFI,WLFI,Binance Will List  World Liberty Financial,,2025-09-01T01:49:05Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
WNXM,WNXM,,2024-04-03T06:00:16Z,,,,,,2024-06-03T03:00:20Z,2024-06-17T03:00:00Z,yes,no,60,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
WOO,WOO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
WRX,WRX,,,,,,,,2024-12-18T08:01:12Z,2024-12-25T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2,yes,no,
WTC,WTC,,2023-10-04T06:00:16Z,,,,,,2023-11-27T06:00:26Z,2023-12-07T03:00:00Z,yes,no,54,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
XAI,XAI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
XAUT,XAUT,,,,,,,2026-04-14T02:30:06Z,,,no,no,,,unknown,UNKNOWN,1,no,no,
XCN,XCN,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
XEC,XEC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
XEM,XEM,,2023-10-04T06:00:16Z,,,,,,2024-06-03T03:00:20Z,2024-06-17T03:00:00Z,yes,no,242,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,no,no,
XLM,XLM,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
XMR,XMR,,2024-01-04T07:00:09Z,,,,,,2024-02-06T07:00:12Z,2024-02-20T03:00:00Z,yes,no,33,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
XNO,XNO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
XPL,XPL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
XRP,XRP,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
XTZ,XTZ,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
XVG,XVG,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
XVS,XVS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
YALA,YALA,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
YB,YB,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
YFI,YFI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
YFII,YFII,,,,,,,,2023-08-15T07:01:08Z,2023-08-22T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
YGG,YGG,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
ZAMA,ZAMA,Binance Will List Zama,,2026-02-02T04:28:43Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
ZBT,ZBT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
ZEC,ZEC,,2024-01-04T07:00:09Z,,,,2025-07-09T01:59:56Z,,,,no,no,,551,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
ZEN,ZEN,,2024-01-04T07:00:09Z,,,,2024-07-01T07:00:03Z,,,,no,no,,178,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
ZIL,ZIL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
ZK,ZK,,,,,,,2025-10-09T02:29:52Z,,,no,no,,,unknown,UNKNOWN,3,yes,no,pair_removal_observed_but_not_token_delisting
ZKC,ZKC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
ZKJ,ZKJ,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
ZKP,ZKP,Binance Will List 币安人生 (币安人生) and zkPass,,2026-01-07T10:39:06Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
ZRC,ZRC,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
ZRO,ZRO,Binance Will List LayerZero,,2024-06-20T06:19:30Z,,,,2025-10-09T02:29:52Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
ZRX,ZRX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
